Date,Time,PM1,PM2.5,RESP,PM10,TOTAL
1/6/2020,16:14:45,0.019,0.02,0.022,0.032,0.039
1/6/2020,16:16:45,0.019,0.02,0.023,0.033,0.045
1/6/2020,16:18:45,0.019,0.021,0.023,0.035,0.041
1/6/2020,16:20:45,0.019,0.021,0.023,0.035,0.043
1/6/2020,16:22:45,0.02,0.021,0.023,0.034,0.041
1/6/2020,16:24:45,0.019,0.021,0.023,0.033,0.037
1/6/2020,16:26:45,0.019,0.02,0.022,0.031,0.035
1/6/2020,16:28:45,0.019,0.021,0.023,0.032,0.039
1/6/2020,16:30:45,0.019,0.02,0.022,0.032,0.035
1/6/2020,16:32:45,0.02,0.022,0.024,0.035,0.044
1/6/2020,16:34:45,0.021,0.023,0.025,0.035,0.044
1/6/2020,16:36:45,0.021,0.022,0.024,0.035,0.045
1/6/2020,16:38:45,0.022,0.023,0.026,0.039,0.046
1/6/2020,16:40:45,0.021,0.023,0.025,0.035,0.039
1/6/2020,16:42:45,0.022,0.024,0.026,0.036,0.042
1/6/2020,16:44:45,0.023,0.024,0.027,0.037,0.046
1/6/2020,16:46:45,0.023,0.025,0.027,0.038,0.047
1/6/2020,16:48:45,0.023,0.025,0.027,0.037,0.044
1/6/2020,16:50:45,0.023,0.025,0.027,0.038,0.045
1/6/2020,16:52:45,0.024,0.025,0.027,0.038,0.045
1/6/2020,16:54:45,0.024,0.025,0.027,0.038,0.044
1/6/2020,16:56:45,0.023,0.025,0.027,0.036,0.042
1/6/2020,16:58:45,0.023,0.024,0.026,0.036,0.041
1/6/2020,17:00:45,0.023,0.025,0.027,0.039,0.044
1/6/2020,17:02:45,0.023,0.024,0.027,0.038,0.048
1/6/2020,17:04:45,0.022,0.024,0.026,0.038,0.045
1/6/2020,17:06:45,0.022,0.024,0.026,0.036,0.044
1/6/2020,17:08:45,0.022,0.024,0.026,0.037,0.043
1/6/2020,17:10:45,0.022,0.024,0.026,0.036,0.044
1/6/2020,17:12:45,0.022,0.023,0.026,0.037,0.044
1/6/2020,17:14:45,0.022,0.023,0.025,0.037,0.046
1/6/2020,17:16:45,0.021,0.022,0.024,0.033,0.037
1/6/2020,17:18:45,0.028,0.03,0.032,0.045,0.05
1/6/2020,17:20:45,0.025,0.027,0.029,0.041,0.045
1/6/2020,17:22:45,0.024,0.025,0.027,0.037,0.042
1/6/2020,17:24:45,0.024,0.026,0.028,0.04,0.047
1/6/2020,17:26:45,0.023,0.025,0.027,0.037,0.043
1/6/2020,17:28:45,0.022,0.023,0.025,0.035,0.041
1/6/2020,17:30:45,0.021,0.023,0.025,0.036,0.042
1/6/2020,17:32:45,0.021,0.023,0.024,0.036,0.042
1/6/2020,17:34:45,0.021,0.023,0.025,0.037,0.046
1/6/2020,17:36:45,0.023,0.025,0.027,0.039,0.045
1/6/2020,17:38:45,0.023,0.024,0.026,0.037,0.043
1/6/2020,17:40:45,0.023,0.024,0.026,0.037,0.045
1/6/2020,17:42:45,0.021,0.022,0.025,0.034,0.04
1/6/2020,17:44:45,0.022,0.023,0.026,0.038,0.045
1/6/2020,17:46:45,0.021,0.022,0.024,0.034,0.039
1/6/2020,17:48:45,0.021,0.022,0.024,0.035,0.044
1/6/2020,17:50:45,0.021,0.022,0.025,0.037,0.044
1/6/2020,17:52:45,0.021,0.022,0.024,0.035,0.042
1/6/2020,17:54:45,0.02,0.022,0.024,0.034,0.039
1/6/2020,17:56:45,0.021,0.022,0.024,0.034,0.043
1/6/2020,17:58:45,0.021,0.023,0.025,0.035,0.042
1/6/2020,18:00:45,0.021,0.023,0.025,0.036,0.043
1/6/2020,18:02:45,0.022,0.023,0.025,0.035,0.04
1/6/2020,18:04:45,0.022,0.023,0.025,0.035,0.04
1/6/2020,18:06:45,0.022,0.023,0.025,0.037,0.046
1/6/2020,18:08:45,0.022,0.023,0.025,0.036,0.041
1/6/2020,18:10:45,0.022,0.023,0.026,0.036,0.039
1/6/2020,18:12:45,0.022,0.024,0.026,0.036,0.044
1/6/2020,18:14:45,0.022,0.024,0.026,0.037,0.044
1/6/2020,18:16:45,0.021,0.023,0.025,0.035,0.045
1/6/2020,18:18:45,0.021,0.022,0.024,0.032,0.035
1/6/2020,18:20:45,0.021,0.023,0.025,0.034,0.041
1/6/2020,18:22:45,0.021,0.022,0.024,0.033,0.039
1/6/2020,18:24:45,0.021,0.022,0.024,0.034,0.042
1/6/2020,18:26:45,0.02,0.022,0.024,0.033,0.038
1/6/2020,18:28:45,0.021,0.022,0.024,0.034,0.043
1/6/2020,18:30:45,0.021,0.022,0.025,0.035,0.042
1/6/2020,18:32:45,0.021,0.023,0.025,0.035,0.04
1/6/2020,18:34:45,0.022,0.024,0.026,0.038,0.046
1/6/2020,18:36:45,0.022,0.024,0.026,0.037,0.042
1/6/2020,18:38:45,0.022,0.024,0.026,0.037,0.046
1/6/2020,18:40:45,0.023,0.024,0.027,0.038,0.043
1/6/2020,18:42:45,0.023,0.025,0.027,0.039,0.045
1/6/2020,18:44:45,0.024,0.026,0.028,0.043,0.049
1/6/2020,18:46:45,0.024,0.026,0.029,0.043,0.049
1/6/2020,18:48:45,0.023,0.025,0.028,0.042,0.048
1/6/2020,18:50:45,0.023,0.025,0.027,0.041,0.047
1/6/2020,18:52:45,0.022,0.024,0.027,0.039,0.043
1/6/2020,18:54:45,0.023,0.025,0.028,0.044,0.051
1/6/2020,18:56:45,0.024,0.025,0.028,0.042,0.053
1/6/2020,18:58:45,0.024,0.026,0.028,0.043,0.049
1/6/2020,19:00:45,0.025,0.026,0.029,0.043,0.052
1/6/2020,19:02:45,0.025,0.027,0.029,0.041,0.047
1/6/2020,19:04:45,0.026,0.028,0.03,0.045,0.052
1/6/2020,19:06:45,0.026,0.028,0.031,0.044,0.053
1/6/2020,19:08:45,0.027,0.028,0.031,0.046,0.055
1/6/2020,19:10:45,0.028,0.029,0.032,0.045,0.054
1/6/2020,19:12:45,0.027,0.029,0.031,0.047,0.057
1/6/2020,19:14:45,0.026,0.028,0.031,0.044,0.052
1/6/2020,19:16:45,0.026,0.028,0.03,0.044,0.051
1/6/2020,19:18:45,0.027,0.029,0.031,0.048,0.055
1/6/2020,19:20:45,0.027,0.028,0.031,0.046,0.054
1/6/2020,19:22:45,0.027,0.029,0.032,0.048,0.058
1/6/2020,19:24:45,0.027,0.029,0.032,0.047,0.054
1/6/2020,19:26:45,0.028,0.03,0.033,0.048,0.057
1/6/2020,19:28:45,0.028,0.03,0.033,0.048,0.06
1/6/2020,19:30:45,0.027,0.029,0.032,0.048,0.058
1/6/2020,19:32:45,0.028,0.03,0.033,0.05,0.059
1/6/2020,19:34:45,0.028,0.03,0.033,0.05,0.058
1/6/2020,19:36:45,0.028,0.03,0.034,0.05,0.063
1/6/2020,19:38:45,0.029,0.031,0.034,0.053,0.064
1/6/2020,19:40:45,0.028,0.03,0.033,0.051,0.062
1/6/2020,19:42:45,0.028,0.03,0.033,0.048,0.058
1/6/2020,19:44:45,0.028,0.03,0.033,0.049,0.059
1/6/2020,19:46:45,0.028,0.03,0.032,0.046,0.055
1/6/2020,19:48:45,0.027,0.029,0.032,0.043,0.052
1/6/2020,19:50:45,0.027,0.029,0.032,0.046,0.052
1/6/2020,19:52:45,0.027,0.029,0.032,0.048,0.059
1/6/2020,19:54:45,0.028,0.03,0.032,0.049,0.056
1/6/2020,19:56:45,0.027,0.029,0.032,0.046,0.052
1/6/2020,19:58:45,0.027,0.029,0.032,0.047,0.054
1/6/2020,20:00:45,0.027,0.029,0.031,0.045,0.053
1/6/2020,20:02:45,0.027,0.029,0.032,0.044,0.053
1/6/2020,20:04:45,0.027,0.029,0.032,0.046,0.055
1/6/2020,20:06:45,0.028,0.03,0.032,0.044,0.052
1/6/2020,20:08:45,0.027,0.029,0.032,0.042,0.051
1/6/2020,20:10:45,0.029,0.031,0.033,0.049,0.055
1/6/2020,20:12:45,0.029,0.031,0.034,0.048,0.054
1/6/2020,20:14:45,0.029,0.031,0.034,0.049,0.056
1/6/2020,20:16:45,0.03,0.032,0.035,0.052,0.062
1/6/2020,20:18:45,0.03,0.032,0.035,0.051,0.062
1/6/2020,20:20:45,0.031,0.033,0.036,0.054,0.065
1/6/2020,20:22:45,0.03,0.032,0.035,0.05,0.06
1/6/2020,20:24:45,0.03,0.033,0.036,0.052,0.06
1/6/2020,20:26:45,0.031,0.033,0.036,0.05,0.06
1/6/2020,20:28:45,0.031,0.034,0.036,0.05,0.061
1/6/2020,20:30:45,0.032,0.034,0.037,0.05,0.056
1/6/2020,20:32:45,0.033,0.035,0.038,0.049,0.057
1/6/2020,20:34:45,0.033,0.035,0.038,0.049,0.058
1/6/2020,20:36:45,0.033,0.035,0.037,0.049,0.057
1/6/2020,20:38:45,0.034,0.036,0.038,0.048,0.057
1/6/2020,20:40:45,0.036,0.038,0.04,0.05,0.056
1/6/2020,20:42:45,0.038,0.04,0.042,0.051,0.06
1/6/2020,20:44:45,0.039,0.04,0.042,0.052,0.059
1/6/2020,20:46:45,0.039,0.041,0.043,0.051,0.055
1/6/2020,20:48:45,0.038,0.04,0.042,0.049,0.055
1/6/2020,20:50:45,0.038,0.039,0.041,0.05,0.057
1/6/2020,20:52:45,0.039,0.04,0.042,0.05,0.055
1/6/2020,20:54:45,0.039,0.04,0.042,0.05,0.056
1/6/2020,20:56:45,0.04,0.042,0.044,0.051,0.06
1/6/2020,20:58:45,0.042,0.044,0.046,0.054,0.06
1/6/2020,21:00:45,0.043,0.045,0.046,0.054,0.06
1/6/2020,21:02:45,0.044,0.045,0.047,0.056,0.06
1/6/2020,21:04:45,0.044,0.046,0.048,0.055,0.059
1/6/2020,21:06:45,0.045,0.047,0.048,0.056,0.059
1/6/2020,21:08:45,0.047,0.048,0.05,0.056,0.062
1/6/2020,21:10:45,0.047,0.049,0.051,0.057,0.062
1/6/2020,21:12:45,0.049,0.051,0.052,0.06,0.065
1/6/2020,21:14:45,0.049,0.05,0.052,0.059,0.064
1/6/2020,21:16:45,0.049,0.051,0.052,0.059,0.063
1/6/2020,21:18:45,0.049,0.05,0.052,0.058,0.062
1/6/2020,21:20:45,0.047,0.049,0.05,0.056,0.061
1/6/2020,21:22:45,0.044,0.046,0.047,0.051,0.055
1/6/2020,21:24:45,0.043,0.044,0.045,0.049,0.053
1/6/2020,21:26:45,0.043,0.044,0.045,0.05,0.054
1/6/2020,21:28:45,0.044,0.045,0.047,0.051,0.055
1/6/2020,21:30:45,0.046,0.048,0.049,0.056,0.063
1/6/2020,21:32:45,0.048,0.05,0.052,0.059,0.066
1/6/2020,21:34:45,0.049,0.05,0.052,0.059,0.066
1/6/2020,21:36:45,0.048,0.05,0.052,0.06,0.065
1/6/2020,21:38:45,0.048,0.05,0.051,0.059,0.065
1/6/2020,21:40:45,0.048,0.05,0.052,0.059,0.064
1/6/2020,21:42:45,0.049,0.051,0.053,0.06,0.063
1/6/2020,21:44:45,0.05,0.052,0.054,0.063,0.071
1/6/2020,21:46:45,0.051,0.053,0.055,0.066,0.074
1/6/2020,21:48:45,0.052,0.054,0.056,0.069,0.085
1/6/2020,21:50:45,0.054,0.056,0.059,0.076,0.088
1/6/2020,21:52:45,0.056,0.059,0.062,0.081,0.096
1/6/2020,21:54:45,0.056,0.059,0.061,0.078,0.093
1/6/2020,21:56:45,0.057,0.059,0.062,0.08,0.095
1/6/2020,21:58:45,0.056,0.058,0.061,0.081,0.094
1/6/2020,22:00:45,0.057,0.06,0.063,0.082,0.098
1/6/2020,22:02:45,0.059,0.061,0.065,0.086,0.104
1/6/2020,22:04:45,0.06,0.063,0.067,0.09,0.106
1/6/2020,22:06:45,0.06,0.063,0.066,0.088,0.104
1/6/2020,22:08:45,0.059,0.062,0.066,0.086,0.098
1/6/2020,22:10:45,0.059,0.062,0.066,0.09,0.109
1/6/2020,22:12:45,0.059,0.062,0.066,0.09,0.107
1/6/2020,22:14:45,0.059,0.062,0.065,0.087,0.102
1/6/2020,22:16:45,0.059,0.061,0.065,0.087,0.106
1/6/2020,22:18:45,0.058,0.061,0.065,0.086,0.107
1/6/2020,22:20:45,0.057,0.06,0.064,0.084,0.098
1/6/2020,22:22:45,0.058,0.061,0.065,0.088,0.102
1/6/2020,22:24:45,0.061,0.064,0.068,0.091,0.112
1/6/2020,22:26:45,0.062,0.065,0.069,0.09,0.104
1/6/2020,22:28:45,0.06,0.063,0.066,0.086,0.099
1/6/2020,22:30:45,0.057,0.059,0.063,0.083,0.1
1/6/2020,22:32:45,0.054,0.057,0.06,0.08,0.096
1/6/2020,22:34:45,0.053,0.056,0.059,0.077,0.087
1/6/2020,22:36:45,0.052,0.055,0.058,0.078,0.086
1/6/2020,22:38:45,0.051,0.054,0.057,0.074,0.088
1/6/2020,22:40:45,0.05,0.053,0.056,0.075,0.091
1/6/2020,22:42:45,0.05,0.052,0.056,0.076,0.09
1/6/2020,22:44:45,0.048,0.05,0.054,0.073,0.085
1/6/2020,22:46:45,0.049,0.051,0.055,0.075,0.09
1/6/2020,22:48:45,0.047,0.049,0.053,0.073,0.09
1/6/2020,22:50:45,0.05,0.052,0.056,0.074,0.085
1/6/2020,22:52:45,0.053,0.056,0.059,0.081,0.094
1/6/2020,22:54:45,0.051,0.053,0.057,0.08,0.098
1/6/2020,22:56:45,0.049,0.052,0.056,0.078,0.097
1/6/2020,22:58:45,0.047,0.05,0.054,0.075,0.089
1/6/2020,23:00:45,0.047,0.05,0.054,0.077,0.095
1/6/2020,23:02:45,0.05,0.053,0.056,0.076,0.093
1/6/2020,23:04:45,0.051,0.054,0.058,0.079,0.094
1/6/2020,23:06:45,0.049,0.051,0.055,0.076,0.093
1/6/2020,23:08:45,0.048,0.051,0.055,0.075,0.089
1/6/2020,23:10:45,0.046,0.049,0.053,0.073,0.083
1/6/2020,23:12:45,0.047,0.05,0.053,0.072,0.087
1/6/2020,23:14:45,0.046,0.048,0.052,0.071,0.082
1/6/2020,23:16:45,0.045,0.048,0.051,0.07,0.08
1/6/2020,23:18:45,0.044,0.047,0.05,0.067,0.075
1/6/2020,23:20:45,0.042,0.044,0.047,0.062,0.069
1/6/2020,23:22:45,0.04,0.042,0.045,0.06,0.072
1/6/2020,23:24:45,0.039,0.041,0.044,0.059,0.071
1/6/2020,23:26:45,0.039,0.041,0.044,0.058,0.07
1/6/2020,23:28:45,0.039,0.041,0.044,0.057,0.066
1/6/2020,23:30:45,0.039,0.041,0.044,0.058,0.066
1/6/2020,23:32:45,0.04,0.042,0.045,0.06,0.072
1/6/2020,23:34:45,0.038,0.041,0.043,0.057,0.064
1/6/2020,23:36:45,0.039,0.041,0.043,0.056,0.062
1/6/2020,23:38:45,0.039,0.041,0.043,0.058,0.062
1/6/2020,23:40:45,0.039,0.041,0.043,0.055,0.065
1/6/2020,23:42:45,0.039,0.041,0.044,0.058,0.064
1/6/2020,23:44:45,0.04,0.042,0.045,0.056,0.064
1/6/2020,23:46:45,0.04,0.042,0.044,0.056,0.064
1/6/2020,23:48:45,0.04,0.042,0.045,0.057,0.063
1/6/2020,23:50:45,0.039,0.041,0.044,0.056,0.063
1/6/2020,23:52:45,0.039,0.041,0.043,0.054,0.058
1/6/2020,23:54:45,0.04,0.042,0.044,0.056,0.065
1/6/2020,23:56:45,0.041,0.043,0.045,0.056,0.069
1/6/2020,23:58:45,0.04,0.042,0.044,0.055,0.067
1/7/2020,0:00:45,0.042,0.043,0.045,0.057,0.064
1/7/2020,0:02:45,0.041,0.043,0.045,0.057,0.065
1/7/2020,0:04:45,0.041,0.043,0.045,0.056,0.064
1/7/2020,0:06:45,0.038,0.04,0.042,0.052,0.06
1/7/2020,0:08:45,0.04,0.042,0.044,0.055,0.065
1/7/2020,0:10:45,0.043,0.045,0.047,0.061,0.075
1/7/2020,0:12:45,0.038,0.039,0.042,0.05,0.062
1/7/2020,0:14:45,0.035,0.036,0.038,0.047,0.053
1/7/2020,0:16:45,0.035,0.037,0.039,0.047,0.053
1/7/2020,0:18:45,0.036,0.037,0.039,0.047,0.052
1/7/2020,0:20:45,0.038,0.039,0.041,0.049,0.055
1/7/2020,0:22:45,0.042,0.043,0.045,0.055,0.063
1/7/2020,0:24:45,0.04,0.042,0.044,0.052,0.058
1/7/2020,0:26:45,0.04,0.041,0.043,0.054,0.07
1/7/2020,0:28:45,0.038,0.04,0.042,0.052,0.067
1/7/2020,0:30:45,0.037,0.039,0.04,0.049,0.057
1/7/2020,0:32:45,0.036,0.038,0.04,0.049,0.054
1/7/2020,0:34:45,0.036,0.037,0.039,0.047,0.053
1/7/2020,0:36:45,0.035,0.037,0.038,0.047,0.053
1/7/2020,0:38:45,0.035,0.036,0.038,0.046,0.051
1/7/2020,0:40:45,0.035,0.036,0.038,0.047,0.053
1/7/2020,0:42:45,0.035,0.037,0.039,0.048,0.055
1/7/2020,0:44:45,0.034,0.036,0.037,0.046,0.05
1/7/2020,0:46:45,0.033,0.035,0.037,0.045,0.05
1/7/2020,0:48:45,0.032,0.033,0.035,0.043,0.049
1/7/2020,0:50:45,0.03,0.032,0.033,0.041,0.048
1/7/2020,0:52:45,0.028,0.03,0.031,0.038,0.043
1/7/2020,0:54:45,0.028,0.029,0.031,0.038,0.045
1/7/2020,0:56:45,0.028,0.029,0.031,0.039,0.045
1/7/2020,0:58:45,0.026,0.028,0.029,0.038,0.043
1/7/2020,1:00:45,0.025,0.027,0.029,0.038,0.043
1/7/2020,1:02:45,0.025,0.027,0.029,0.039,0.047
1/7/2020,1:04:45,0.026,0.027,0.029,0.042,0.049
1/7/2020,1:06:45,0.024,0.026,0.028,0.039,0.046
1/7/2020,1:08:45,0.023,0.025,0.027,0.038,0.047
1/7/2020,1:10:45,0.023,0.024,0.026,0.037,0.043
1/7/2020,1:12:45,0.024,0.025,0.027,0.04,0.053
1/7/2020,1:14:45,0.023,0.024,0.026,0.037,0.046
1/7/2020,1:16:45,0.023,0.024,0.027,0.04,0.049
1/7/2020,1:18:45,0.023,0.024,0.027,0.041,0.05
1/7/2020,1:20:45,0.023,0.025,0.028,0.04,0.048
1/7/2020,1:22:45,0.023,0.024,0.027,0.037,0.045
1/7/2020,1:24:45,0.022,0.024,0.026,0.038,0.046
1/7/2020,1:26:45,0.026,0.028,0.03,0.042,0.056
1/7/2020,1:28:45,0.026,0.027,0.029,0.042,0.05
1/7/2020,1:30:45,0.023,0.024,0.026,0.036,0.04
1/7/2020,1:32:45,0.021,0.023,0.025,0.034,0.041
1/7/2020,1:34:45,0.02,0.021,0.023,0.032,0.038
1/7/2020,1:36:45,0.019,0.021,0.022,0.031,0.035
1/7/2020,1:38:45,0.019,0.02,0.021,0.03,0.035
1/7/2020,1:40:45,0.019,0.02,0.022,0.028,0.032
1/7/2020,1:42:45,0.019,0.02,0.022,0.029,0.033
1/7/2020,1:44:45,0.019,0.02,0.021,0.027,0.036
1/7/2020,1:46:45,0.018,0.019,0.021,0.027,0.033
1/7/2020,1:48:45,0.018,0.019,0.021,0.027,0.029
1/7/2020,1:50:45,0.018,0.019,0.02,0.027,0.031
1/7/2020,1:52:45,0.017,0.018,0.019,0.025,0.027
1/7/2020,1:54:45,0.017,0.018,0.019,0.026,0.028
1/7/2020,1:56:45,0.017,0.018,0.02,0.025,0.03
1/7/2020,1:58:45,0.018,0.019,0.02,0.026,0.031
1/7/2020,2:00:45,0.017,0.018,0.019,0.025,0.028
1/7/2020,2:02:45,0.015,0.016,0.017,0.023,0.028
1/7/2020,2:04:45,0.015,0.016,0.017,0.023,0.027
1/7/2020,2:06:45,0.015,0.016,0.017,0.023,0.029
1/7/2020,2:08:45,0.014,0.015,0.016,0.022,0.026
1/7/2020,2:10:45,0.014,0.015,0.016,0.021,0.023
1/7/2020,2:12:45,0.014,0.015,0.016,0.021,0.024
1/7/2020,2:14:45,0.014,0.015,0.016,0.021,0.025
1/7/2020,2:16:45,0.015,0.015,0.017,0.023,0.026
1/7/2020,2:18:45,0.014,0.015,0.016,0.021,0.025
1/7/2020,2:20:45,0.013,0.014,0.015,0.02,0.022
1/7/2020,2:22:45,0.013,0.014,0.015,0.023,0.028
1/7/2020,2:24:45,0.013,0.014,0.015,0.021,0.024
1/7/2020,2:26:45,0.013,0.014,0.015,0.02,0.025
1/7/2020,2:28:45,0.014,0.015,0.016,0.022,0.027
1/7/2020,2:30:45,0.014,0.015,0.016,0.023,0.033
1/7/2020,2:32:45,0.013,0.014,0.015,0.024,0.029
1/7/2020,2:34:45,0.013,0.014,0.016,0.025,0.03
1/7/2020,2:36:45,0.014,0.015,0.017,0.027,0.036
1/7/2020,2:38:45,0.014,0.015,0.018,0.03,0.04
1/7/2020,2:40:45,0.015,0.016,0.019,0.033,0.044
1/7/2020,2:42:45,0.017,0.019,0.021,0.038,0.056
1/7/2020,2:44:45,0.018,0.02,0.023,0.044,0.058
1/7/2020,2:46:45,0.018,0.02,0.023,0.044,0.056
1/7/2020,2:48:45,0.016,0.018,0.021,0.038,0.047
1/7/2020,2:50:45,0.016,0.018,0.022,0.04,0.051
1/7/2020,2:52:45,0.017,0.019,0.023,0.045,0.062
1/7/2020,2:54:45,0.017,0.02,0.024,0.045,0.058
1/7/2020,2:56:45,0.017,0.02,0.023,0.044,0.061
1/7/2020,2:58:45,0.017,0.019,0.023,0.043,0.057
1/7/2020,3:00:45,0.016,0.018,0.021,0.039,0.05
1/7/2020,3:02:45,0.016,0.019,0.022,0.043,0.06
1/7/2020,3:04:45,0.016,0.018,0.022,0.041,0.054
1/7/2020,3:06:45,0.016,0.018,0.021,0.04,0.053
1/7/2020,3:08:45,0.014,0.016,0.018,0.032,0.042
1/7/2020,3:10:45,0.014,0.016,0.019,0.034,0.046
1/7/2020,3:12:45,0.015,0.017,0.02,0.038,0.046
1/7/2020,3:14:45,0.014,0.016,0.018,0.033,0.039
1/7/2020,3:16:45,0.014,0.016,0.018,0.032,0.044
1/7/2020,3:18:45,0.014,0.015,0.018,0.032,0.044
1/7/2020,3:20:45,0.014,0.016,0.018,0.032,0.043
1/7/2020,3:22:45,0.014,0.015,0.018,0.031,0.038
1/7/2020,3:24:45,0.016,0.017,0.019,0.031,0.041
1/7/2020,3:26:45,0.017,0.018,0.02,0.031,0.038
1/7/2020,3:28:45,0.017,0.019,0.021,0.031,0.037
1/7/2020,3:30:45,0.016,0.017,0.019,0.027,0.033
1/7/2020,3:32:45,0.013,0.015,0.016,0.024,0.03
1/7/2020,3:34:45,0.013,0.014,0.015,0.023,0.028
1/7/2020,3:36:45,0.012,0.013,0.015,0.024,0.03
1/7/2020,3:38:45,0.012,0.013,0.014,0.022,0.029
1/7/2020,3:40:45,0.011,0.012,0.013,0.02,0.022
1/7/2020,3:42:45,0.011,0.012,0.013,0.021,0.025
1/7/2020,3:44:45,0.01,0.011,0.013,0.02,0.025
1/7/2020,3:46:45,0.01,0.011,0.012,0.019,0.021
1/7/2020,3:48:45,0.01,0.011,0.012,0.018,0.022
1/7/2020,3:50:45,0.01,0.011,0.013,0.021,0.025
1/7/2020,3:52:45,0.01,0.011,0.013,0.019,0.025
1/7/2020,3:54:45,0.01,0.011,0.012,0.019,0.023
1/7/2020,3:56:45,0.01,0.011,0.012,0.017,0.024
1/7/2020,3:58:45,0.009,0.01,0.012,0.018,0.022
1/7/2020,4:00:45,0.01,0.011,0.013,0.018,0.025
1/7/2020,4:02:45,0.01,0.011,0.013,0.02,0.027
1/7/2020,4:04:45,0.01,0.011,0.013,0.021,0.025
1/7/2020,4:06:45,0.01,0.011,0.012,0.02,0.023
1/7/2020,4:08:45,0.01,0.011,0.012,0.019,0.025
1/7/2020,4:10:45,0.01,0.011,0.012,0.018,0.023
1/7/2020,4:12:45,0.01,0.011,0.012,0.018,0.024
1/7/2020,4:14:45,0.009,0.01,0.012,0.017,0.023
1/7/2020,4:16:45,0.01,0.011,0.012,0.017,0.021
1/7/2020,4:18:45,0.01,0.011,0.012,0.019,0.023
1/7/2020,4:20:45,0.01,0.011,0.012,0.019,0.027
1/7/2020,4:22:45,0.01,0.011,0.012,0.019,0.022
1/7/2020,4:24:45,0.01,0.011,0.012,0.018,0.026
1/7/2020,4:26:45,0.009,0.01,0.012,0.017,0.022
1/7/2020,4:28:45,0.009,0.01,0.011,0.017,0.019
1/7/2020,4:30:45,0.009,0.01,0.011,0.017,0.02
1/7/2020,4:32:45,0.009,0.01,0.012,0.017,0.02
1/7/2020,4:34:45,0.009,0.01,0.011,0.017,0.019
1/7/2020,4:36:45,0.009,0.01,0.011,0.016,0.019
1/7/2020,4:38:45,0.009,0.01,0.011,0.018,0.023
1/7/2020,4:40:45,0.01,0.011,0.012,0.019,0.025
1/7/2020,4:42:45,0.01,0.01,0.012,0.018,0.023
1/7/2020,4:44:45,0.01,0.01,0.012,0.017,0.022
1/7/2020,4:46:45,0.01,0.011,0.012,0.02,0.024
1/7/2020,4:48:45,0.009,0.01,0.012,0.017,0.021
1/7/2020,4:50:45,0.009,0.01,0.012,0.017,0.022
1/7/2020,4:52:45,0.01,0.011,0.012,0.018,0.023
1/7/2020,4:54:45,0.01,0.011,0.012,0.019,0.021
1/7/2020,4:56:45,0.01,0.011,0.012,0.016,0.022
1/7/2020,4:58:45,0.01,0.011,0.012,0.018,0.021
1/7/2020,5:00:45,0.01,0.011,0.012,0.017,0.024
1/7/2020,5:02:45,0.01,0.011,0.012,0.017,0.02
1/7/2020,5:04:45,0.01,0.011,0.012,0.017,0.022
1/7/2020,5:06:45,0.009,0.01,0.011,0.016,0.018
1/7/2020,5:08:45,0.009,0.011,0.012,0.016,0.02
1/7/2020,5:10:45,0.01,0.011,0.012,0.017,0.021
1/7/2020,5:12:45,0.01,0.011,0.012,0.017,0.02
1/7/2020,5:14:45,0.009,0.01,0.011,0.016,0.019
1/7/2020,5:16:45,0.01,0.011,0.012,0.019,0.025
1/7/2020,5:18:45,0.011,0.012,0.013,0.021,0.026
1/7/2020,5:20:45,0.01,0.011,0.012,0.019,0.023
1/7/2020,5:22:45,0.01,0.012,0.013,0.02,0.025
1/7/2020,5:24:45,0.01,0.011,0.012,0.018,0.021
1/7/2020,5:26:45,0.01,0.011,0.012,0.018,0.024
1/7/2020,5:28:45,0.01,0.011,0.012,0.018,0.021
1/7/2020,5:30:45,0.01,0.011,0.012,0.018,0.02
1/7/2020,5:32:45,0.01,0.011,0.012,0.017,0.02
1/7/2020,5:34:45,0.01,0.011,0.013,0.017,0.022
1/7/2020,5:36:45,0.01,0.011,0.013,0.018,0.019
1/7/2020,5:38:45,0.011,0.012,0.013,0.018,0.022
1/7/2020,5:40:45,0.011,0.012,0.013,0.018,0.022
1/7/2020,5:42:45,0.011,0.012,0.013,0.019,0.023
1/7/2020,5:44:45,0.011,0.012,0.013,0.019,0.023
1/7/2020,5:46:45,0.011,0.012,0.013,0.019,0.023
1/7/2020,5:48:45,0.011,0.012,0.013,0.018,0.023
1/7/2020,5:50:45,0.011,0.012,0.013,0.018,0.023
1/7/2020,5:52:45,0.011,0.012,0.014,0.02,0.022
1/7/2020,5:54:45,0.011,0.013,0.014,0.021,0.023
1/7/2020,5:56:45,0.011,0.012,0.014,0.018,0.021
1/7/2020,5:58:45,0.011,0.012,0.013,0.017,0.021
1/7/2020,6:00:45,0.011,0.012,0.013,0.018,0.02
1/7/2020,6:02:45,0.011,0.012,0.014,0.018,0.021
1/7/2020,6:04:45,0.011,0.012,0.013,0.017,0.021
1/7/2020,6:06:45,0.012,0.013,0.014,0.018,0.024
1/7/2020,6:08:45,0.011,0.012,0.014,0.018,0.023
1/7/2020,6:10:45,0.012,0.013,0.014,0.018,0.022
1/7/2020,6:12:45,0.012,0.013,0.014,0.019,0.021
1/7/2020,6:14:45,0.013,0.014,0.015,0.019,0.024
1/7/2020,6:16:45,0.013,0.015,0.016,0.02,0.025
1/7/2020,6:18:45,0.014,0.016,0.017,0.021,0.026
